title,article,referrer,release_date,authors,website_match
Towards an intent-centric topology [draft] - Comparative Architecture - Anoma | Research & Development Forum,https://research.anoma.net/t/towards-an-intent-centric-topology-draft/214,https://www.twitter.com/barnabemonnot,,,article_general_website
Shutterized Beacon Chain - Execution Layer Research - Ethereum Research,https://ethresear.ch/t/shutterized-beacon-chain/12249,https://www.twitter.com/barnabemonnot,,,article_general_website
,https://osmosis.zone/blog/protocol-owned-builders-the-future-of-sovereign-cosmos-mev,https://www.twitter.com/barnabemonnot,,,article_blog_post
MEV Markets Part 1: Proof of Work — 0xShitTrader,https://mirror.xyz/0xshittrader.eth/WiV8DM3I6abNMVsXf-DqioYb2NglnfjmM-zSsw2ruG8,https://twitter.com/0xTaker,,,article_general_website
MEV Markets Part 2: Proof of Stake — 0xShitTrader,https://mirror.xyz/0xshittrader.eth/c6J_PCK87K3joTWmLEtG6qVN6BFXLBZxQniReYSEjLI,https://twitter.com/0xTaker,,,article_general_website
MEV Markets Part 3: Payment for Order Flow — 0xShitTrader,https://mirror.xyz/0xshittrader.eth/f2VSuoZ91vAbCv82MtWM-Gosyf_DeUXfPlDx3EYV3RM,https://twitter.com/0xTaker,,,article_general_website
,https://docs.google.com/presentation/d/1F0v0cnLIxJ5ZbBTmUHjoeyw23U9zDYlo/edit,https://www.twitter.com/unlock_VALue,,,article_general_website
,https://insights.deribit.com/market-research/analysis-of-eip-2593-escalator/,https://www.twitter.com/unlock_VALue,,,article_general_website
,https://eips.ethereum.org/EIPS/eip-2938,https://www.twitter.com/unlock_VALue,,,article_general_website
Notes on Proposer-Builder Separation (PBS),https://barnabe.substack.com/p/pbs,https://www.twitter.com/unlock_VALue,,,article_general_website
,https://www.ddmckinnon.com/2022/11/27/all-is-fair-in-arb-and-mev-on-avalanche-c-chain/,https://www.twitter.com/unlock_VALue,,,article_general_website
,https://hackingdistributed.com/2017/08/13/cost-of-decent/,https://twitter.com/0xTaker,,,article_general_website
,https://bertcmiller.com/2021/09/05/mev-synthetix.html,https://twitter.com/0xTaker,,,article_general_website
Order Flows: Kingmaker of the Block Builders 👑,https://noxx.substack.com/p/order-flows-kingmaker-of-the-block,https://twitter.com/0xTaker,,,article_general_website
"DEX Arbitrage, Mathematical Optimisations & Me",https://noxx.substack.com/p/dex-arbitrage-mathematical-optimisations,https://twitter.com/0xTaker,,,article_general_website
Designing Multi-Dimensional Blockchain Fee Markets — Emperor,https://crypto.mirror.xyz/ztCt3eXw-wCEwqBE6xCRTf-bZleezhyuW3ubxohYbBQ,https://www.twitter.com/unlock_VALue,,,mirror_xyz_article_1
Defining the Latencies involved in MEV Strategies — Taker,https://taker.mirror.xyz/uYOelwkLc4K7nlo5XV_zpuqsV6MwIMMp-py4e-u4qnE,https://www.twitter.com/unlock_VALue,,,mirror_xyz_article_1
Merge Anniversary - A Year In Review - The Flashbots Ship - The Flashbots Collective,https://collective.flashbots.net/t/merge-anniversary-a-year-in-review/2400,https://www.twitter.com/unlock_VALue,,,article_general_website
"Ethereum Proposer-Builder Separation: Past, Present, and Future — Chaskin OnChain",https://mirror.xyz/0x218932707a30bE62Ef8559d32d954863933b412f/MhJM9li409wxuOSYaw5EcLjUQoLSx5iYZXZNgMZU4uM,https://www.twitter.com/unlock_VALue,,,article_general_website
,https://www.steakhouse.financial/projects/stablecoin-manual,https://www.twitter.com/unlock_VALue,,,article_general_website
,https://ipfs.io/ipfs/QmdtK6QQqXBkaBh7bNNKr2FTSwGSPxDMDiCnpR88LMc84d,https://www.twitter.com/unlock_VALue,,,article_general_website
,https://coinmarketcap.com/alexandria/article/xangle-eip4844-and-its-impact-on-rollup-economics,https://twitter.com/Freddmannen,,,article_coinmarketcap
Quantifying MEV: Introducing MEV-Explore v0 | by Alex Obadia | Flashbots | Medium,https://medium.com/flashbots/quantifying-mev-introducing-mev-explore-v0-5ccbee0f6d02,https://twitter.com/Freddmannen,,,article_general_website
MEV Auction: Auctioning transaction ordering rights as a solution to Miner Extractable Value - Economics - Ethereum Research,https://ethresear.ch/t/mev-auction-auctioning-transaction-ordering-rights-as-a-solution-to-miner-extractable-value/6788,https://twitter.com/Freddmannen,,,article_general_website
Spam resistant block creator selection via burn auction - Miscellaneous - Ethereum Research,https://ethresear.ch/t/spam-resistant-block-creator-selection-via-burn-auction/5851,https://twitter.com/Freddmannen,,,article_general_website
Ethereum is a Dark Forest - Dan Robinson - Medium,https://medium.com/@danrobinson/ethereum-is-a-dark-forest-ecc5f0505dff,https://twitter.com/Freddmannen,,,article_general_website
Exploring DeFi Trading Strategies: Arbitrage in DeFi | by Alex Obadia | Cambrial Capital | Medium,https://medium.com/cambrial-capital/exploring-defi-trading-strategies-arbitrage-in-defi-7736dc5dd77a,https://twitter.com/Freddmannen,,,article_general_website
How to munch on pickles from a whale dinner | by Tomasz Mierzwa | Token Flow Insights | Medium,https://medium.com/token-flow-insights/how-to-munch-on-pickles-from-a-whale-dinner-edb5628cc769,https://twitter.com/Freddmannen,,,article_general_website
Gas Gambits — Game Theory Example of Incentivized Collaboration | by KeeperDAO | KeeperDAO | Medium,https://medium.com/keeperdao/gas-gambits-game-theory-example-of-incentivized-collaboration-9a42e9c9b867,https://twitter.com/Freddmannen,,,article_general_website
MEV auctions considered harmful. Front-running is a persistent problem… | by Ed Felten | Offchain Labs | Medium,https://medium.com/offchainlabs/mev-auctions-considered-harmful-fa72f61a40ea,https://twitter.com/Freddmannen,,,article_general_website
An Incomplete Primer on Intents — Emperor,https://crypto.mirror.xyz/Wvzro_O92V5Z_RBfZnZUqdbYC_4X6v2YrBuy9RkZCxo,https://twitter.com/unlock_VALue,,,mirror_xyz_article_1
,https://academic.oup.com/qje/article/130/4/1547/1916146?login=false,https://twitter.com/Freddmannen,,,article_general_website
,https://signalsandthreads.com/state-machine-replication-and-why-you-should-care/,https://twitter.com/Freddmannen,,,
,https://www.binance.com/en/research/analysis/oracle-less-challenging-the-status-quo,https://twitter.com/unlock_VALue,,,article_binance_research
,https://www.umbraresearch.xyz/writings/ethereum-supply-chain-part-1,https://twitter.com/Freddmannen,,,article_general_website
,https://blog.mangata.finance/blog/2021-10-10-themis-protocol/,https://twitter.com/uPeterKris,,,article_blog_post
Spec'ing out Forward Inclusion-List w/ Dedicated Gas Limits - Block proposer - Ethereum Research,https://ethresear.ch/t/specing-out-forward-inclusion-list-w-dedicated-gas-limits/17115,https://twitter.com/Freddmannen,,,article_general_website
Profile - diego - Ethereum Research,https://ethresear.ch/u/diego,https://twitter.com/Freddmannen,,,article_general_website
,https://taiko.mirror.xyz/7dfMydX1FqEx9_sOvhRt3V8hJksKSIWjzhCVu7FyMZ,https://twitter.com/Freddmannen,,,mirror_xyz_article_1
Ending LP's Losing Game: Exploring the Loss-Versus-Rebalancing (… — 0xKeyu ,https://mirror.xyz/0xbdA5bCe76bF62d97D9C9dF0425CC10079Df1aD75/bWOCccjVC7eoYKOzgmjXFdhWDc8rrUL6Yei-eugF52s,https://twitter.com/Freddmannen,,,article_general_website
Escaping the Dark Forest,https://www.paradigm.xyz/2020/09/escaping-the-dark-forest,https://twitter.com/0x_emperor,,,article_general_website
MEV-SGX -- A sealed bid MEV auction design,https://writings.flashbots.net/mev-sgx,https://twitter.com/0x_emperor,2021-05-31,https://collective.flashbots.net/u/robert,flashbots_article_writing
On the Formalization of MEV,https://writings.flashbots.net/formalization-mev,https://twitter.com/0x_emperor,2021-12-04,https://collective.flashbots.net/u/alejo,flashbots_article_writing
MEV in eth2 - an early exploration,https://writings.flashbots.net/mev-eth2,https://twitter.com/0x_emperor,2021-06-09,"https://collective.flashbots.net/u/obadiaa, https://collective.flashbots.net/u/fireball",flashbots_article_writing
MEV and EIP-1559 - HackMD,https://hackmd.io/@flashbots/MEV-1559,https://twitter.com/0x_emperor,,,article_general_website
MEV-Boost: Merge ready Flashbots Architecture - The Merge - Ethereum Research,https://ethresear.ch/t/mev-boost-merge-ready-flashbots-architecture/11177,https://twitter.com/0x_emperor,,,article_general_website
Quantifying Total Extracted MEV -- A List of Resources - Research - The Flashbots Collective,https://collective.flashbots.net/t/quantifying-total-extracted-mev-a-list-of-resources/936,https://twitter.com/0x_emperor,,,article_general_website
,https://github.com/flashbots/mev-research,https://twitter.com/0x_emperor,,,article_general_website
Searching Post-Merge,https://writings.flashbots.net/searching-post-merge,https://twitter.com/unlock_VALue,2022-08-25,https://collective.flashbots.net/u/brock,flashbots_article_writing
Flashbots Protect -- The Merge & Beyond,https://writings.flashbots.net/flashbots-protect-merge-and-beyond,https://twitter.com/unlock_VALue,2022-08-23,https://collective.flashbots.net/u/angela,flashbots_article_writing
Open sourcing the Flashbots Relay,https://writings.flashbots.net/Flashbots-Relay-open-sourcing,https://twitter.com/unlock_VALue,2022-08-17,https://collective.flashbots.net/u/flashbots,flashbots_article_writing
Understanding liveness risks from mev-boost,https://writings.flashbots.net/understanding-mev-boost-liveness-risks,https://twitter.com/unlock_VALue,2022-08-05,https://collective.flashbots.net/u/hasu,flashbots_article_writing
Boost your MEV in Ethereum proof-of-stake,https://writings.flashbots.net/mev-boost-call-for-testing,https://twitter.com/unlock_VALue,2022-06-20,"https://collective.flashbots.net/u/metachris, https://collective.flashbots.net/u/elopio",flashbots_article_writing
Beginner's Guide to mev-boost,https://writings.flashbots.net/beginners-guide-mevboost,https://twitter.com/unlock_VALue,2022-06-15,https://collective.flashbots.net/u/jolene,flashbots_article_writing
Why run mev-boost?,https://writings.flashbots.net/why-run-mevboost,https://twitter.com/unlock_VALue,2022-06-07,"https://collective.flashbots.net/u/hasu, https://collective.flashbots.net/u/thegostep",flashbots_article_writing
The MEV Supply Chain - a peek into the future of this industry,https://writings.flashbots.net/mev-supply-chain,https://twitter.com/unlock_VALue,2022-05-02,https://collective.flashbots.net/u/thegostep,flashbots_article_writing
Speeding up the EVM (part 1),https://writings.flashbots.net/speeding-up-evm-part-1,https://twitter.com/unlock_VALue,2022-01-17,https://collective.flashbots.net/u/sxysun,flashbots_article_writing
Flashbots Transparency Report — Sept-Dec 2021,https://writings.flashbots.net/transparency-21q4,https://twitter.com/unlock_VALue,2022-01-17,https://collective.flashbots.net/u/sxysun,flashbots_article_writing
How To Light Up The Dark Forest - A Walkthrough of Building A Cryptopunk MEV Inspector,https://writings.flashbots.net/the-anatomy-of-an-inspector,https://twitter.com/unlock_VALue,2021-12-15,https://collective.flashbots.net/u/robert,flashbots_article_writing
Why Building the Most Profitable Block is Important,https://writings.flashbots.net/on-the-most-profitable-block,https://twitter.com/unlock_VALue,2021-12-12,https://collective.flashbots.net/u/robert,flashbots_article_writing
Unity is Strength - A Formalization of Cross-Domain Maximal Extractable Value,https://writings.flashbots.net/cross-domain-mev,https://twitter.com/unlock_VALue,2021-12-03,"https://collective.flashbots.net/u/obadiaa, https://collective.flashbots.net/u/alejo, https://collective.flashbots.net/u/lakshman, https://collective.flashbots.net/u/tarun, https://collective.flashbots.net/u/phil, https://collective.flashbots.net/u/vaibhav",flashbots_article_writing
Announcing the Flashbots Eth2 Working Group,https://writings.flashbots.net/announcing-eth2-working-group,https://twitter.com/unlock_VALue,2021-11-30,https://collective.flashbots.net/u/thegostep,flashbots_article_writing
Ken Griffin and the MEV dystopia,https://writings.flashbots.net/ken-griffin-mev,https://twitter.com/unlock_VALue,2021-11-22,https://collective.flashbots.net/u/thegostep,flashbots_article_writing
MEV-Boost -- Merge ready Flashbots Architecture,https://writings.flashbots.net/mev-boost,https://twitter.com/unlock_VALue,2021-11-03,https://collective.flashbots.net/u/thegostep,flashbots_article_writing
Announcing Flashbots Protect,https://writings.flashbots.net/announcing-protect,https://twitter.com/unlock_VALue,2021-10-06,https://collective.flashbots.net/u/robert,flashbots_article_writing
Flashbots Transparency Report — July & August 2021,https://writings.flashbots.net/transparency-july-august,https://twitter.com/unlock_VALue,2021-09-21,https://collective.flashbots.net/u/robert,flashbots_article_writing
On the Design of MEV Marketplaces,https://writings.flashbots.net/design-mev-marketplaces,https://twitter.com/unlock_VALue,2021-08-04,https://collective.flashbots.net/u/robert,flashbots_article_writing
MEV and EIP-1559,https://writings.flashbots.net/mev-1559,https://twitter.com/unlock_VALue,2021-07-19,"https://collective.flashbots.net/u/alejo, https://collective.flashbots.net/u/kristof",flashbots_article_writing
Flashbots on Reorgs,https://writings.flashbots.net/flashbots-reorgs,https://twitter.com/unlock_VALue,2021-07-16,https://collective.flashbots.net/u/phil,flashbots_article_writing
Flashbots Transparency Report — May & June 2021,https://writings.flashbots.net/transparency-may-june,https://twitter.com/unlock_VALue,2021-06-28,https://collective.flashbots.net/u/robert,flashbots_article_writing
Quantifying Realized Extractable Value,https://writings.flashbots.net/quantifying-rev,https://twitter.com/unlock_VALue,2021-05-16,https://collective.flashbots.net/u/alejo,flashbots_article_writing
Flashbots Transparency Report — April 2021,https://writings.flashbots.net/transparency-april,https://twitter.com/unlock_VALue,2021-05-13,https://collective.flashbots.net/u/robert,flashbots_article_writing
Flashbots Transparency Report — March 2021,https://writings.flashbots.net/transparency-march,https://twitter.com/unlock_VALue,2021-04-12,https://collective.flashbots.net/u/thegostep,flashbots_article_writing
Flashbots Transparency Report — February 2021,https://writings.flashbots.net/transparency-february,https://twitter.com/unlock_VALue,2021-03-18,https://collective.flashbots.net/u/thegostep,flashbots_article_writing
Quantifying MEV—Introducing MEV-Explore v0,https://writings.flashbots.net/quantifying-mev,https://twitter.com/unlock_VALue,2021-02-22,https://collective.flashbots.net/u/obadiaa,flashbots_article_writing
Flashbots Transparency Report — January 2021,https://writings.flashbots.net/transparency-january,https://twitter.com/unlock_VALue,2021-02-07,https://collective.flashbots.net/u/thegostep,flashbots_article_writing
Flashbots -- Frontrunning the MEV crisis,https://writings.flashbots.net/ethr-frontrunning-mev-crisis,https://twitter.com/unlock_VALue,2020-11-23,https://collective.flashbots.net/u/thegostep,flashbots_article_writing
Flashbots—Frontrunning the MEV Crisis,https://writings.flashbots.net/frontrunning-mev-crisis,https://twitter.com/unlock_VALue,2020-11-23,https://collective.flashbots.net/u/obadiaa,flashbots_article_writing
Open sourcing the Flashbots MEV-Share Node,https://writings.flashbots.net/open-sourcing-flashbots-mev-share-node,https://twitter.com/unlock_VALue,2023-07-24,https://collective.flashbots.net/u/flashbots,flashbots_article_writing
Searching On MEV-Share,https://writings.flashbots.net/searching-on-mev-share,https://twitter.com/unlock_VALue,2023-05-02,"https://collective.flashbots.net/u/brock, https://collective.flashbots.net/u/shea",flashbots_article_writing
Block Building inside SGX,https://writings.flashbots.net/block-building-inside-sgx,https://twitter.com/unlock_VALue,2023-03-03,"https://collective.flashbots.net/u/metachris, https://collective.flashbots.net/u/frieder",flashbots_article_writing
Open sourcing the Flashbots Builder,https://writings.flashbots.net/open-sourcing-the-flashbots-builder,https://twitter.com/unlock_VALue,2022-11-18,https://collective.flashbots.net/u/flashbots,flashbots_article_writing
"MEV for the Next Trillion, It's Time to Get Serious…",https://writings.flashbots.net/mev-for-the-next-trillion,https://twitter.com/unlock_VALue,2022-10-11,https://collective.flashbots.net/u/flashbots,flashbots_article_writing
"MEV 101 : How to dive into MEV | by Titania Research | Dec, 2023 | Medium",https://medium.com/@titania-research/mev-101-how-to-dive-into-mev-53271f888c59,https://twitter.com/unlock_VALue,,,article_general_website
"Auctions: context, types of auctions, what is an auction from th… — Taiko Labs",https://taiko.mirror.xyz/jrb2QKnl6zEgcVciqCzSCJvm-LnDZhBi733IlJdemsY,https://www.twitter.com/unlock_VALue,,,mirror_xyz_article_1
Learn more about PBS Foundation,https://pbsfoundation.notion.site/Learn-more-about-PBS-Foundation-68382efd786e450f937ab550ffaa4a96,https://www.twitter.com/unlock_VALue,,,pbsfoundation_notion_article
Execution Tickets - Economics - Ethereum Research,https://ethresear.ch/t/execution-tickets/17944,https://www.twitter.com/unlock_VALue,,,article_general_website
"L1s vs. L2s, Rollups vs. Integrated, General-purpose vs. App-specific",https://dba.xyz/l1s-vs-l2s-rollups-vs-integrated-general-purpose-vs-app-specific/,https://www.twitter.com/unlock_VALue,,,dba_xyz_article
Do Rollups Inherit Security?,https://dba.xyz/do-rollups-inherit-security/,https://www.twitter.com/unlock_VALue,,,dba_xyz_article
Endgame: Proof of Governance,https://dba.xyz/endgame-proof-of-governance/,https://www.twitter.com/unlock_VALue,,,dba_xyz_article
The Rollup Multiverse,https://dba.xyz/the-rollup-multiverse/,https://www.twitter.com/unlock_VALue,,,dba_xyz_article
Rollups Are L1s (& L2s),https://dba.xyz/rollups-are-l1s-l2s-a-k-a-how-rollups-actually-actually-actually-work/,https://www.twitter.com/unlock_VALue,,,dba_xyz_article
How To Do Lower-Case r research,https://dba.xyz/how-to-do-lower-case-r-research/,https://www.twitter.com/unlock_VALue,,,dba_xyz_article
"SUAVE, Anoma, Shared Sequencers, & Super Builders",https://dba.xyz/suave-anoma-shared-sequencers-super-builders/,https://www.twitter.com/unlock_VALue,,,dba_xyz_article
Rollups Aren’t Real,https://dba.xyz/rollups-arent-real/,https://www.twitter.com/unlock_VALue,,,dba_xyz_article
Encrypted Mempools,https://dba.xyz/encrypted-mempools/,https://www.twitter.com/unlock_VALue,,,dba_xyz_article
Launching the PBS Foundation: Working Together to Keep Ethereum’s Consensus Layer Decentralized,https://pbsfoundation.notion.site/Launching-the-PBS-Foundation-Working-Together-to-Keep-Ethereum-s-Consensus-Layer-Decentralized-4cd7cb83907248b5ae8962d10eef0b70,https://www.twitter.com/unlock_VALue,,,pbsfoundation_notion_article
,https://bcc-research.github.io/CFMMRouter.jl/dev/,https://twitter.com/OsirisDjed,,,article_general_website
"What might an ""enshrined ZK-EVM"" look like? - HackMD",https://notes.ethereum.org/@vbuterin/enshrined_zk_evm,https://www.twitter.com/unlock_VALue,,,article_general_website
"MEV burn: Incentivizing earlier bidding in ""a simple design"" - Proof-of-Stake - Ethereum Research",https://ethresear.ch/t/mev-burn-incentivizing-earlier-bidding-in-a-simple-design/17389,https://twitter.com/Freddmannen,,,article_general_website
Minimum Viable Issuance - HackMD,https://notes.ethereum.org/@anderselowsson/MinimumViableIssuance,https://twitter.com/Freddmannen,,,article_general_website
Validator Smoothing Commitments - Proof-of-Stake - Ethereum Research,https://ethresear.ch/t/validator-smoothing-commitments/17356,https://twitter.com/Freddmannen,,,article_general_website
"MEV & The Evolution of Crypto Exchange: Part I
 — Archetype",https://archetype.mirror.xyz/DVJFtcEcdTqk4DxC3VX4McgyjfktXF05pCG1LFtB4-E,https://twitter.com/Freddmannen,,,mirror_xyz_article_1
PBS censorship-resistance alternatives - HackMD,https://notes.ethereum.org/@fradamt/H1TsYRfJc,https://gist.github.com/michaelneuder/,,,article_general_website
Forward inclusion list - HackMD,https://notes.ethereum.org/@fradamt/H1ZqdtrBF,https://gist.github.com/michaelneuder/,,,article_general_website
Fun and games with inclusion lists - Economics - Ethereum Research,https://ethresear.ch/t/fun-and-games-with-inclusion-lists/16557,https://gist.github.com/michaelneuder/,,,article_general_website
Timing Games: Implications and Possible Mitigations - Proof-of-Stake - Ethereum Research,https://ethresear.ch/t/timing-games-implications-and-possible-mitigations/17612,https://ethresear.ch/u/mikeneuder,,,article_general_website
When To Sell Your Blocks - Research - The Flashbots Collective,https://collective.flashbots.net/t/when-to-sell-your-blocks/2814,https://ethresear.ch/u/mikeneuder,,,article_general_website
The Impact of Uniswap X on the DEX Ecosystem — Orange Finance,https://mirror.xyz/0x6FA2aF9a4d6fFe654361F713780963C10412e7c3/jMBMzyDROC92wPGr8BHI5GAh0OD-hbwqzQ8PYvyoB3E,https://twitter.com/Freddmannen,,,article_general_website
"An Overview of NFT Financialization | by Fenbushi Capital | 分布式资本 | Dec, 2023 | Medium",https://fenbushicapital.medium.com/an-overview-of-nft-financialization-c7bcc4181f35,https://www.twitter.com/unlock_VALue,,,medium_article_3
,https://blog.20squares.xyz/mechanics-intent-search-ii/,https://twitter.com/unlock_VALue,,,blog.20squares.xyz_article
,https://blog.20squares.xyz/mev-cui-bono/,https://twitter.com/unlock_VALue,,,blog.20squares.xyz_article
,https://blog.20squares.xyz/lagrangian-intent-search-i/,https://twitter.com/unlock_VALue,,,blog.20squares.xyz_article
Make Ethereum Cypherpunk Again,https://vitalik.eth.limo/general/2023/12/28/cypherpunk.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Exit games for EVM validiums: the return of Plasma,https://vitalik.eth.limo/general/2023/11/14/neoplasma.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Different types of layer 2s,https://vitalik.eth.limo/general/2023/10/31/l2types.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Should Ethereum be okay with enshrining more things in the protocol?,https://vitalik.eth.limo/general/2023/09/30/enshrinement.html,https://www.twitter.com/unlock_VALue,,,article_general_website
What do I think about biometric proof of personhood?,https://vitalik.eth.limo/general/2023/07/24/biometric.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Deeper dive on cross-L2 reading for wallets and other use cases,https://vitalik.eth.limo/general/2023/06/20/deeperdive.html,https://www.twitter.com/unlock_VALue,,,article_general_website
The Three Transitions,https://vitalik.eth.limo/general/2023/06/09/three_transitions.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Don't overload Ethereum's consensus,https://vitalik.eth.limo/general/2023/05/21/dont_overload.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Travel time ~= 750 * distance ^ 0.6,https://vitalik.eth.limo/general/2023/04/14/traveltime.html,https://www.twitter.com/unlock_VALue,,,article_general_website
How will Ethereum's multi-client philosophy interact with ZK-EVMs?,https://vitalik.eth.limo/general/2023/03/31/zkmulticlient.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Some personal user experiences,https://vitalik.eth.limo/general/2023/02/28/ux.html,https://www.twitter.com/unlock_VALue,,,article_general_website
An incomplete guide to stealth addresses,https://vitalik.eth.limo/general/2023/01/20/stealth.html,https://www.twitter.com/unlock_VALue,,,article_general_website
What even is an institution?,https://vitalik.eth.limo/general/2022/12/30/institutions.html,https://www.twitter.com/unlock_VALue,,,article_general_website
What in the Ethereum application ecosystem excites me,https://vitalik.eth.limo/general/2022/12/05/excited.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Having a safe CEX: proof of solvency and beyond,https://vitalik.eth.limo/general/2022/11/19/proof_of_solvency.html,https://www.twitter.com/unlock_VALue,,,article_general_website
The Revenue-Evil Curve: a different way to think about prioritizing public goods funding,https://vitalik.eth.limo/general/2022/10/28/revenue_evil.html,https://www.twitter.com/unlock_VALue,,,article_general_website
DAOs are not corporations: where decentralization in autonomous organizations matters,https://vitalik.eth.limo/general/2022/09/20/daos.html,https://www.twitter.com/unlock_VALue,,,article_general_website
What kind of layer 3s make sense?,https://vitalik.eth.limo/general/2022/09/17/layer_3.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Should there be demand-based recurring fees on ENS domains?,https://vitalik.eth.limo/general/2022/09/09/ens.html,https://www.twitter.com/unlock_VALue,,,article_general_website
The different types of ZK-EVMs,https://vitalik.eth.limo/general/2022/08/04/zkevm.html,https://www.twitter.com/unlock_VALue,,,article_general_website
What do I think about network states?,https://vitalik.eth.limo/general/2022/07/13/networkstates.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Some ways to use ZK-SNARKs for privacy,https://vitalik.eth.limo/general/2022/06/15/using_snarks.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Where to use a blockchain in non-financial applications?,https://vitalik.eth.limo/general/2022/06/12/nonfin.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Two thought experiments to evaluate automated stablecoins,https://vitalik.eth.limo/general/2022/05/25/stable.html,https://www.twitter.com/unlock_VALue,,,article_general_website
In Defense of Bitcoin Maximalism,https://vitalik.eth.limo/general/2022/04/01/maximalist.html,https://www.twitter.com/unlock_VALue,,,article_general_website
The roads not taken,https://vitalik.eth.limo/general/2022/03/29/road.html,https://www.twitter.com/unlock_VALue,,,article_general_website
How do trusted setups work?,https://vitalik.eth.limo/general/2022/03/14/trustedsetup.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Encapsulated vs systemic complexity in protocol design,https://vitalik.eth.limo/general/2022/02/28/complexity.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Soulbound,https://vitalik.eth.limo/general/2022/01/26/soulbound.html,https://www.twitter.com/unlock_VALue,,,article_general_website
The bulldozer vs vetocracy political axis,https://vitalik.eth.limo/general/2021/12/19/bullveto.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Endgame,https://vitalik.eth.limo/general/2021/12/06/endgame.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Review of Optimism retro funding round 1,https://vitalik.eth.limo/general/2021/11/16/retro1.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Halo and more: exploring incremental verification and SNARKs without pairings,https://vitalik.eth.limo/general/2021/11/05/halo.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Crypto Cities,https://vitalik.eth.limo/general/2021/10/31/cities.html,https://www.twitter.com/unlock_VALue,,,article_general_website
On Nathan Schneider on the limits of cryptoeconomics,https://vitalik.eth.limo/general/2021/09/26/limits.html,https://www.twitter.com/unlock_VALue,,,article_general_website
"Alternatives to selling at below-market-clearing prices for achieving fairness (or community sentiment, or fun)",https://vitalik.eth.limo/general/2021/08/22/prices.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Moving beyond coin voting governance,https://vitalik.eth.limo/general/2021/08/16/voting3.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Against overuse of the Gini coefficient,https://vitalik.eth.limo/general/2021/07/29/gini.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Verkle trees,https://vitalik.eth.limo/general/2021/06/18/verkle.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Blockchain voting is overrated among uninformed people but underrated among informed people,https://vitalik.eth.limo/general/2021/05/25/voting2.html,https://www.twitter.com/unlock_VALue,,,article_general_website
The Limits to Blockchain Scalability,https://vitalik.eth.limo/general/2021/05/23/scaling.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Why sharding is great: demystifying the technical properties,https://vitalik.eth.limo/general/2021/04/07/sharding.html,https://www.twitter.com/unlock_VALue,,,article_general_website
The Most Important Scarce Resource is Legitimacy,https://vitalik.eth.limo/general/2021/03/23/legitimacy.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Prediction Markets: Tales from the Election,https://vitalik.eth.limo/general/2021/02/18/election.html,https://www.twitter.com/unlock_VALue,,,article_general_website
An approximate introduction to how zk-SNARKs are possible,https://vitalik.eth.limo/general/2021/01/26/snarks.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Why we need wide adoption of social recovery wallets,https://vitalik.eth.limo/general/2021/01/11/recovery.html,https://www.twitter.com/unlock_VALue,,,article_general_website
An Incomplete Guide to Rollups,https://vitalik.eth.limo/general/2021/01/05/rollup.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Endnotes on 2020: Crypto and Beyond,https://vitalik.eth.limo/general/2020/12/28/endnotes.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Convex and Concave Dispositions,https://vitalik.eth.limo/general/2020/11/08/concave.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Why Proof of Stake (Nov 2020),https://vitalik.eth.limo/general/2020/11/06/pos2020.html,https://www.twitter.com/unlock_VALue,,,article_general_website
"Coordination, Good and Bad",https://vitalik.eth.limo/general/2020/09/11/coordination.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Trust Models,https://vitalik.eth.limo/general/2020/08/20/trust.html,https://www.twitter.com/unlock_VALue,,,article_general_website
A Philosophy of Blockchain Validation,https://vitalik.eth.limo/general/2020/08/17/philosophy.html,https://www.twitter.com/unlock_VALue,,,article_general_website
Exploring Fully Homomorphic Encryption,https://vitalik.eth.limo/general/2020/07/20/homomorphic.html,https://www.twitter.com/unlock_VALue,,,article_general_website
